CODIGO,MATERIA,REPETICION
104618011004,Estadística I,2
100422011370,Estadística I,1
100422021208,Estadística I,1
100419010920,Estadística I,2
100419010910,Estática,2
100418021170,Estática,3
100419010960,Estática,2
100421011307,Estática,2
100421021131,Estática,1
100421021140,Estática,1
04001037,Estática,3
100418010874,Estática,1
100421021113,Estática,1
104618011004,Estática,2
100421011289,Estática,1
100421021095,Estática,1
100420011722,Estática,1
100421021079,Estática,1
04092048,Estructuras Metálicas,1
100417011024,Estructuras Metálicas,1
100418011236,Estructuras Metálicas,1
04092068,Estructuras Metálicas,3
100416020450,Estructuras Metálicas,1
100415021545,Estructuras Metálicas,3
100417020443,Estructuras Metálicas,1
100415020957,Estructuras Metálicas,1
100416020283,Estructuras Metálicas,1
100418021167,Estructuras Metálicas,1
100417011790,Estructuras Metálicas,1
100416020287,Estructuras Metálicas,1
100416020748,Estructuras Metálicas,1
100412020887,Estructuras Metálicas,1
100417011816,Estructuras 1,1
100421021127,Estructuras 1,1
100418010197,Estructuras 1,1
100416020528,Estructuras 1,2
04101036,Estructuras 1,2
100418011522,Estructuras 1,2
100411024518,Ética Fish,2
100419010977,Física de Fluidos,2
100418021170,Física de Fluídos,2
100421021097,Física de Fluídos,1
100420011732,Física de Fluídos,2
100418010193,Física de Fluídos,3
100421011759,Física de Fluídos,1
100417021220,Fundaciones,1
100421011307,Fundaciones,1
100419010971,Fundaciones,1
100417012023,Fundaciones,1
100417011260,Fundaciones,1
04092048,Fundaciones,1
100416011724,Fundaciones,1
100416020456,Fundaciones,2
100418021169,Fundaciones,1
100419010935,Fundaciones,1
100416021069,Fundaciones,1
100418021173,Fundaciones,1
100419010939,Fundaciones,1
100416021290,Fundaciones,2
100416021293,Fundaciones,1
100418011558,Fundaciones,1
100418011522,Fundaciones,1
100419021255,Fundamentos de Economía y Administración,1
100416021009,Fundamentos de Economía y Administración,1
100414020578,Fundamentos de Economía y Administración,1
100418011637,Fundamentos de Economía y Administración,1
100419021236,Fundamentos de Economía y Administración,1
100413010498,Fundamentos de Economía y Administración,1
100415021093,Fundamentos de Economía y Administración,2
100422011321,Geología para Ingenieros,1
100422021204,Geología para Ingenieros,1
100422011360,Geología para Ingenieros,1
100418010874,Geología para Ingenieros,1
100420011738,Geología para Ingenieros,2
100421021126,Geomática,1
100420011676,Geomática,1
100417011790,Geomática,1
100419010920,Geomática,2
100420011696,Geometría Aplicada,2
100423011215,Geometría Aplicada,1
100423011184,Geometría Aplicada,1
100422021204,Geometría Aplicada,1
100423011227,Geometría Aplicada,1
100422011301,Geometría Aplicada,3
100423011193,Geometría Aplicada,1
100423011191,Geometría Aplicada,1
100423011228,Geometría Aplicada,1
100423011232,Geometría Aplicada,1
100423011239,Geometría Aplicada,1
100422021192,Geometría Aplicada,2
100423011198,Geometría Aplicada,1
100422021238,Geometría Aplicada,2
100416021219,Hidráulica,1
100414020578,Hidráulica,1
100420011664,Hidráulica,1
04062400,Hidráulica,1
200417021747,Hidráulica,2
100419021255,Hidrología,1
100421011307,Hidrología,1
100417011091,Hidrología,2
100418011334,Hidrología,2
100416010166,Ingeniería de Tránsito,1
100418021162,Ingeniería de Tránsito,1
100421021124,Ingeniería de Tránsito,1
100419010944,Ingeniería de Tránsito,1
04001037,Ingeniería de Tránsito,2
100418010874,Ingeniería de Tránsito,2
100421021119,Ingeniería de Tránsito,1
100420011732,Ingeniería de Tránsito,1
100421021120,Ingeniería de Tránsito,1
100419021246,Ingeniería de Tránsito,1
100422021169,Ingeniería de Tránsito,1
100421021118,Introducción a la Ingeniería,2
100422011309,Laboratorio de Física de Fluidos,1
102214021278,Laboratorio de Hidráulica,1
100415021017,Laboratorio de Hidráulica,2
100418011334,Laboratorio de Hidráulica,1
100416021293,Laboratorio de Hidráulica,2
100418010369,Laboratorio de Materiales de Construcción,1
100419021227,Laboratorio de Materiales de Construcción,1
104618011004,Laboratorio de Materiales de Construcción,1
100417010656,Laboratorio de Materiales de Construcción,1
100421011305,Laboratorio de Mecánica,2
104618011004,Laboratorio de Mecánica,1
102214021278,Laboratorio de Mecánica Avanzada,1
100422011321,Laboratorio de Mecánica Básica,1
100422021209,Laboratorio de Mecánica Básica,1
100422021192,Laboratorio de Mecánica Básica,1
100421021083,Laboratorio de Mecánica Básica,1
100419021209,Laboratorio de Mecánica Básica,1
100414011029,Laboratorio de Mecánica Básica,1
100415013170,Laboratorio de Mecánica de Fluídos,1
100414020549,Laboratorio de Mecánica de Fluídos,1
100419010944,Laboratorio de Mecánica de Suelos,1
100416020296,Laboratorio de Mecánica de Suelos,1
100415013170,Laboratorio de Mecánica de Suelos,1
100415020442,Laboratorio de Mecánica de Suelos,1
100413021055,Laboratorio de Pavimentos,1
100416020450,Laboratorio de Pavimentos,1
100416020456,Laboratorio de Pavimentos,1
100414010903,Laboratorio de Pavimentos,2
100411024518,Laboratorio de Pavimentos,2
100418011522,Laboratorio de Pavimentos,1
100422021172,Laboratorio de Química Básica,2
100418011341,Laboratorio de Química Sanitaria,1
100421021129,Laboratorio de Química Sanitaria,1
100422011306,Laboratorio de Química Sanitaria,1
104618011004,Laboratorio de Química Sanitaria,2
100417021081,Laboratorio de Química Sanitaria,1
100420011670,Laboratorio de Química Sanitaria,1
100416021290,Laboratorio de Química Sanitaria,2
100421021126,Laboratorio de Resistencia de Materiales,1
100414020541,Laboratorio de Resistencia de Materiales,1
100420011738,Laboratorio de Resistencia de Materiales,1
100416021293,Laboratorio de Resistencia de Materiales,2
100421011305,Laboratorio de Topografía,1
101517020531,Laboratorio de Vías,1
100419021196,Laboratorio de Vías,1
100414020541,Laboratorio de Vías,2
100419010921,Laboratorio de Vías,1
100418021455,Laboratorio de Vías,1
100419010956,Laboratorio de Vías,1
100419021256,Laboratorio de Vías,1
100415013170,Laboratorio de Vías,1
100419021246,Laboratorio de Vías,1
100417021561,Laboratorio de Vías,1
100415021691,Laboratorio de Vías,1
100417020577,Laboratorio de Vías,2
100421011295,Laboratorio de Vías,1
100418011341,Laboratorio Geomática,1
100414010464,Laboratorio Geomática,2
100417011790,Laboratorio Geomática,1
100419010920,Laboratorio Geomática,2
100420011738,Laboratorio Topografia,1
100421021118,Lectura y Escritura,2
100416010166,Materiales de Construcción,1
100420011712,Materiales de Construcción,1
100421011249,Materiales de Construcción,1
100421021114,Materiales de Construcción,1
100421011498,Materiales de Construcción,1
102514021082,Materiales de Construcción,1
100422011374,Mecánica Aplicada,1
100419021242,Mecánica Aplicada,1
100419010960,Mecánica Aplicada,1
100418021162,Mecánica Aplicada,3
100419021249,Mecánica Aplicada,2
100421021107,Mecánica Aplicada,1
100421021124,Mecánica Aplicada,1
100421021119,Mecánica Aplicada,2
100419021248,Mecánica Aplicada,2
100421021141,Mecánica Aplicada,1
100419021202,Mecánica Aplicada,1
100420011726,Mecánica Aplicada,1
100418021173,Mecánica Aplicada,2
100419010920,Mecánica Aplicada,1
100421011503,Mecánica Aplicada,1
100422011309,Mecánica Aplicada,1
100420011705,Mecánica Aplicada,2
100416010562,Mecánica Avanzada,1
100418021161,Mecánica Avanzada,1
100419010961,Mecánica Avanzada,1
100416011233,Mecánica Avanzada,1
100419021245,Mecánica Avanzada,1
102214021278,Mecánica Avanzada,1
100419021236,Mecánica Avanzada,1
100419021225,Mecánica Avanzada,1
100418010197,Mecánica Avanzada,2
100419021256,Mecánica Avanzada,1
100419010923,Mecánica Avanzada,1
100417011563,Mecánica Avanzada,1
100421021126,Mecánica Básica,3
100422021203,Mecánica Básica,1
100422021178,Mecánica Básica,1
100422021196,Mecánica Básica,1
100422011342,Mecánica Básica,1
100421021118,Mecánica Básica,1
100421021132,Mecánica Básica,1
100420011702,Mecánica Básica,2
100422011299,Mecánica Básica,1
100422021231,Mecánica Básica,1
100422021218,Mecánica Básica,1
100421021138,Mecánica Básica,1
100422011305,Mecánica Básica,1
100422011330,Mecánica Básica,1
100421011249,Mecánica Básica,1
100422011360,Mecánica Básica,1
100421011261,Mecánica Básica,2
100422021181,Mecánica Básica,1
100419021258,Mecánica Básica,1
100421021085,Mecánica Básica,1
100422011298,Mecánica Básica,1
100422021216,Mecánica Básica,1
100422021182,Mecánica Básica,1
100422021185,Mecánica Básica,1
100422011306,Mecánica Básica,1
100422021180,Mecánica Básica,1
100422021176,Mecánica Básica,1
100421021130,Mecánica Básica,2
100422021215,Mecánica Básica,1
100422021213,Mecánica Básica,1
100422021209,Mecánica Básica,1
100422021237,Mecánica Básica,1
100421021069,Mecánica Básica,2
100419021209,Mecánica Básica,1
100422021207,Mecánica Básica,1
100414011029,Mecánica Básica,2
100422011344,Mecánica Básica,1
100422011313,Mecánica Básica,2
100422021206,Mecánica Básica,1
100422021224,Mecánica Básica,1
100419010910,Mecánica de Fluídos,1
100419021255,Mecánica de Fluídos,1
101517020531,Mecánica de Fluídos,1
100416021009,Mecánica de Fluídos,3
100420011676,Mecánica de Fluídos,1
100418021156,Mecánica de Fluídos,1
100420011712,Mecánica de Fluídos,2
100421021140,Mecánica de Fluídos,1
100421021072,Mecánica de Fluídos,1
100419010944,Mecánica de Fluídos,2
100418010874,Mecánica de Fluídos,1
100421021113,Mecánica de Fluídos,1
100418021455,Mecánica de Fluídos,2
100421011283,Mecánica de Fluídos,1
100417021081,Mecánica de Fluídos,2
100420011667,Mecánica de Fluídos,1
100413010498,Mecánica de Fluídos,2
100421011252,Mecánica de Fluídos,1
100419021246,Mecánica de Fluídos,2
100417021561,Mecánica de Fluídos,2
100421011268,Mecánica de Fluídos,1
100421011271,Mecánica de Fluídos,1
100416021183,Mecánica de Fluídos,2
100414020549,Mecánica de Fluídos,3
100418021170,Mecánica de Suelos,1
100419010960,Mecánica de Suelos,1
100416021219,Mecánica de Suelos,1
100418011637,Mecánica de Suelos,1
100419021249,Mecánica de Suelos,2
100411010853,Mecánica de Suelos,2
102214021278,Mecánica de Suelos,3
100419010944,Mecánica de Suelos,1
100416020296,Mecánica de Suelos,2
100419021236,Mecánica de Suelos,2
100419021248,Mecánica de Suelos,1
100421011499,Mecánica de Suelos,1
100419021256,Mecánica de Suelos,1
100415013170,Mecánica de Suelos,1
100413010498,Mecánica de Suelos,1
100419021233,Mecánica de Suelos,1
100419010923,Mecánica de Suelos,1
100422021230,Mecánica de Suelos,1
04101036,Mecánica de Suelos,3
100416010562,Metodología de la Investigación,1
100418011637,Metodología de la Investigación,1
100418010092,Metodología de la Investigación,1
100413010536,Metodología de la Investigación,1
100412020887,Metodología de la Investigación,1
100417021220,Pavimentos,1
100415021025,Pavimentos,1
100419010934,Pavimentos,1
100418021168,Pavimentos,2
100419010915,Pavimentos,1
04061054,Pavimentos,1
100418021155,Pavimentos,2
100411023899,Pavimentos,2
04102024,Pavimentos,2
100411023984,Pavimentos,1
100416021069,Pavimentos,1
100418021173,Pavimentos,2
100418021167,Pavimentos,2
100411024518,Pavimentos,2
100413010703,Pavimentos,2
100418021199,Pavimentos,1
100415013152,Pavimentos,1
100422011321,Programación,1
100416021284,Programación,1
100421011245,Programación,1
100422021203,Programación,1
100422021170,Programación,1
100422021218,Programación,1
100422021193,Programación,1
100421021124,Programación,1
100422011356,Programación,1
100422021216,Programación,1
100422021200,Programación,1
100422021180,Programación,1
100421021130,Programación,1
100422021219,Programación,1
100422021209,Programación,1
100422021237,Programación,1
100415021691,Programación,1
100413010681,Programación,1
100422021172,Programación,1
100421011245,Química Básica,3
100421021118,Química Básica,2
100423011179,Química Básica,1
100421021138,Química Básica,3
100423011245,Química Básica,1
100423011195,Química Básica,1
100422011301,Química Básica,2
100412021076,Química Básica,1
100423011241,Química Básica,1
04001037,Química Básica,1
100423011201,Química Básica,1
100423011219,Química Básica,1
100421021130,Química Básica,3
100423011232,Química Básica,1
100422021192,Química Básica,2
100423011188,Química Básica,1
100421021083,Química Básica,2
100422021238,Química Básica,2
04101036,Química Básica,2
100418011341,Química Sanitaria,1
100421021126,Resistencia de Materiales,1
100421011272,Resistencia de Materiales,1
100419010949,Resistencia de Materiales,1
100420011712,Resistencia de Materiales,1
100419010921,Resistencia de Materiales,1
100419010944,Resistencia de Materiales,1
100412020767,Resistencia de Materiales,2
04062400,Resistencia de Materiales,2
100420011704,Resistencia de Materiales,1
100419021202,Resistencia de Materiales,1
100415021558,Resistencia de Materiales,1
100413010498,Resistencia de Materiales,2
100420011688,Resistencia de Materiales,1
100417021561,Resistencia de Materiales,1
100421011295,Resistencia de Materiales,1
100420011710,Resistencia de Materiales,1
100416021183,Resistencia de Materiales,2
100421011248,Resistencia de Materiales,1
100422011341,Topografía,1
100421011305,Topografía,1
100421021081,Topografía,1
100417021246,Topografía,2
104618011004,Topografía,3
100419010940,Vías,1
101517020531,Vías,1
100421011307,Vías,1
100421011272,Vías,1
100420011720,Vías,1
100419021257,Vías,1
100418021455,Vías,1
200417021747,Vías,1
100419021246,Vías,1
100417021561,Vías,1
100418011213,Acueductos,1
100415020387,Administración de Empresas,1
100421011317,Algebra Lineal,3
100422011377,Algebra Lineal,1
100422011394,Algebra Lineal,2
100422011390,Algebra Lineal,1
100422011391,Algebra Lineal,1
100422021266,Algebra Lineal,1
100422011384,Algebra Lineal,2
100422011396,Algebra Lineal,1
100422021257,Algebra Lineal,1
100422011400,Algebra Lineal,2
100420011748,Algebra Lineal,2
100422011382,Algebra Lineal,1
100419011018,Análisis Estructural,1
100419011005,Análisis Estructural,1
200417021913,Análisis Estructural,1
100422021268,Cálculo 1,2
100423011259,Cálculo 1,1
100422021267,Cálculo 1,2
100422021249,Cálculo 1,1
100423011268,Cálculo 1,1
100421011317,Cálculo 1,2
100423011266,Cálculo 1,1
100423011260,Cálculo 1,1
100423011286,Cálculo 1,1
100423011264,Cálculo 1,1
100423011270,Cálculo 1,1
100423011275,Cálculo 1,1
100423011272,Cálculo 1,1
100422021382,Cálculo 1,1
100420011748,Cálculo 1,3
100423011265,Cálculo 1,1
100420011769,Cálculo 2,3
100418011197,Cálculo 2,2
100420011743,Cálculo 2,3
100422021253,Cálculo 2,1
100422021260,Cálculo 2,1
100422021270,Cálculo 2,1
100422021246,Cálculo 2,1
100422011394,Cálculo 2,1
100422011380,Cálculo 2,2
100422021266,Cálculo 2,1
100422011396,Cálculo 2,1
200417021922,Cálculo 2,1
100415020387,Cálculo 2,2
100422011400,Cálculo 2,1
100422011382,Cálculo 2,2
100418021217,Cálculo 3,3
100416020732,Cálculo 3,2
100417011946,Cálculo 3,2
100416021812,Concreto Armado 1,1
100417010988,Concreto Armado 1,2
100418011204,Concreto Armado 1,2
100419021296,Concreto Armado 1,1
100417021236,Concreto Armado 1,1
100417011605,Concreto Armado 1,2
100417021517,Concreto Armado 1,2
100421011330,Concreto Armado 1,2
100417011778,Concreto Armado 1,1
100418010986,Concreto Armado 1,1
100416011862,Concreto Armado 1,1
100418011192,Concreto Armado 1,1
100415011978,Concreto Armado 1,2
100417020604,Concreto Armado 1,2
100416020393,Concreto Armado 1,1
100417010632,Concreto Armado 2,1
100417011401,Concreto Armado 2,1
100414021765,Concreto Armado 2,3
100418011214,Concreto Armado 2,1
100417011774,Concreto Armado 2,1
100415020323,Concreto Armado 2,1
100416021820,Concreto Armado 2,1
100416020694,Costos de Construcción,1
100422021268,Dibujo 2,1
100422011386,Dibujo 2,2
100422021267,Dibujo 2,1
100420011743,Dibujo 2,2
100422021249,Dibujo 2,1
100422021260,Dibujo 2,1
100422011394,Dibujo 2,2
100422021261,Dibujo 2,1
100422021266,Dibujo 2,1
100422011384,Dibujo 2,2
100419021271,Dibujo 2,3
100422021382,Dibujo 2,1
100422021257,Dibujo 2,1
100422021269,Dibujo 2,1
100417011589,Ecuaciones Diferenciales,2
100418011217,Ecuaciones Diferenciales,1
100417021076,Ecuaciones Diferenciales,2
100417011966,Ecuaciones Diferenciales,1
100416020276,Ecuaciones diferenciales,1
100419011005,Ecuaciones diferenciales,3
100418011199,Ecuaciones diferenciales,2
100417011381,Ecuaciones diferenciales,1
100419011000,Ecuaciones diferenciales,2
100417021393,Ecuaciones diferenciales,2
100416011862,Ecuaciones diferenciales,1
100417011589,Equipos,1
100422021249,Estadística,1
100422011375,Estadística,1
100421021167,Estadística,1
200417021922,Estadística,3
100422011392,Estadística,1
100418011210,Estática,1
100420011742,Estática,1
100419021271,Estática,1
100419010996,Estática,3
100417020595,Estática,2
100423011281,Geometría Aplicada,1
100422021251,Geometría Aplicada,1
100422021249,Geometría Aplicada,2
100423011282,Geometría Aplicada,1
100423011268,Geometría Aplicada,1
100423011274,Geometría Aplicada,1
100422021382,Geometría Aplicada,2
100423011258,Geometría Aplicada,1
100422021257,Geometría Aplicada,1
100422021269,Geometría Aplicada,1
100416020276,Hidráulica,2
100417021293,Hidráulica,3
100419021274,Hidráulica,2
100419021297,Hidráulica,1
100419011021,Hidráulica,2
100418021457,Hidráulica,1
100419010989,Hidráulica,1
100421011763,Hidráulica,1
100419011005,Hidráulica,2
100418011206,Hidráulica,2
100415020307,Hidráulica,1
200417021913,Hidráulica,1
100416011862,Hidráulica,3
100419011002,Hidrología,1
100418021236,Hidrología,1
100417021393,Hidrología,3
100418010986,Hidrología,1
100415020387,Hidrología,1
100419011004,Hidrología,1
100416011006,Hidrología,1
100417020595,Hidrología,1
100418011197,Inglés 1 (B1),3
100422011387,Inglés 1 (B1),1
100419011021,Inglés 2 (B1),1
100416020727,Laboratorio de Materiales 2,1
100417010988,Laboratorio de Materiales 2,1
100418011204,Laboratorio de Materiales 2,2
100416020809,Laboratorio de Materiales 2,1
100418011204,Laboratorio de Vías 1,1
100417011605,Laboratorio de Vías 1,2
100418011213,Laboratorio de Vías 1,1
100418011210,Laboratorio de Vías 1,1
100416021820,Laboratorio de Vías 1,1
200417021913,Laboratorio de Vías 1,1
100415020387,Laboratorio de Vías 1,1
100418010791,Laboratorio de Vías 2,1
100417021388,Laboratorio de Vías 2,1
100415011978,Laboratorio de Vías 2,1
100418021220,Laboratorio Geomática,1
100417021293,Laboratorio Hidráulica,2
100419021274,Laboratorio Hidráulica,2
100419011005,Laboratorio Hidráulica,1
200417021913,Laboratorio Hidráulica,1
100421011332,Laboratorio Mecánica Avanzada,1
100422011383,Laboratorio Mecánica de Fluidos,2
100415020307,Laboratorio Química Sanitaria,1
100417010985,Laboratorio Química Sanitaria,1
100418011193,Materiales de Construcción,1
100421021162,Materiales de Construcción,1
100421011338,Materiales de Construcción,1
100421011342,Materiales de Construcción,1
100417011946,Materiales de Construcción,1
100421021147,Materiales de Construcción,1
100419021271,Mecánica Aplicada,1
100422021268,Mecánica Básica,1
100422011376,Mecánica Básica,2
100420011743,Mecánica Básica,2
100422021260,Mecánica Básica,1
100422021270,Mecánica Básica,1
100422011394,Mecánica Básica,2
100422021261,Mecánica Básica,1
100422021266,Mecánica Básica,1
100422011384,Mecánica Básica,2
200417021922,Mecánica Básica,1
100422021257,Mecánica Básica,1
100422011400,Mecánica Básica,2
100422021269,Mecánica Básica,1
100417021388,Mecánica de Fluidos,1
100417021666,Mecánica de Fluidos,1
100417021293,Mecánica de Suelos,1
100416021812,Mecánica de Suelos,1
100415021788,Mecánica de Suelos,1
100418011213,Mecánica de Suelos,1
100415020307,Mecánica de Suelos,1
100417021089,Mecánica de Suelos,1
100416011862,Mecánica de Suelos,1
100416020396,Mecánica de Suelos,1
100418011209,Pavimentos,1
100416020407,Pavimentos,2
100415011980,Pavimentos,1
100416020694,Pavimentos,1
100421021144,Pavimentos,1
100421021150,Pavimentos,1
100415011978,Pavimentos,1
100417011605,Plantas de Tratamiento,2
100415011406,Plantas de Tratamiento,1
100417011609,Plantas de Tratamiento,1
100422021268,Programación,1
100422021251,Programación,1
100422021249,Programación,1
100422021260,Programación,1
100422021382,Programación,1
100422021257,Programación,1
100423011281,Química Básica,1
100422011394,Química Sanitaria,1
100419021274,Resistencia de Materiales,3
100417011589,Resistencia de Materiales,3
100422011383,Resistencia de Materiales,1
100421011338,Resistencia de Materiales,1
100417021388,Resistencia de Materiales,2
100418021236,Resistencia de Materiales,1
100418011206,Resistencia de Materiales,3
100418011217,Resistencia de Materiales,2
100421011338,Topografía,2
100422011380,Topografía,1
100417021293,Vías,1
100419011013,Vías 1,1
100417011589,Vías 1,1
100419021295,Vías 1,1
100418011213,Vías 1,1
100420011761,Vías 1,1
100418011210,Vías 1,2
100418011217,Vías 1,2
100419011025,Vías 1,1
100419011000,Vías 1,1
100419021294,Vías 1,1
100417011946,Vías 1,1
100415020307,Vías 1,1
100421011330,Vías 1,1
100419011020,Vías 1,1
100418011192,Vías 1,2
100414021042,Vías 1,1
100419021278,Vías 2,1
100414021765,Vías 2,1
100417010988,Vías 2,1
100418011218,Vías 2,1
100416020396,Vías 2,1
104621021216,Álgebra Lineal,1
104618011483,Álgebra Lineal,1
104622011425,Álgebra Lineal,1
104621021187,Álgebra Lineal,2
104621021203,Álgebra Lineal,2
104621021209,Álgebra Lineal,3
104622020678,Álgebra Lineal,1
104621021206,Álgebra Lineal,2
104622011437,Álgebra Lineal,1
104622011449,Álgebra Lineal,2
104621021179,Álgebra Lineal,2
104622011419,Álgebra Lineal,1
104621011346,Álgebra Lineal,1
104622011406,Álgebra Lineal,2
104621021221,Álgebra Lineal,2
104620011829,Álgebra Lineal,3
104622020728,Álgebra Lineal,1
104620011807,Álgebra Lineal,1
104619021301,Álgebra Lineal,3
104621021183,Álgebra Lineal,1
104618021756,Álgebra Lineal,2
104621021210,Álgebra Lineal,2
104622011460,Álgebra Lineal,1
104622011613,Álgebra Lineal,1
104620011820,Álgebra Lineal,1
104622020708,Álgebra Lineal,1
104621021208,Álgebra Lineal,2
104617010826,Álgebra Lineal,3
104620011792,Álgebra Lineal,3
104621021333,Álgebra Lineal,2
104616010735,Análisis Numérico,2
104620011821,Bases de Datos I,2
104619021323,Bases de Datos II,1
104622020680,Cálculo I,2
104623010347,Cálculo I,1
104623010326,Cálculo I,1
104623010351,Cálculo I,1
104623010330,Cálculo I,1
104623010372,Cálculo I,1
104623010360,Cálculo I,1
104622011434,Cálculo I,3
104622020732,Cálculo I,2
104623010346,Cálculo I,1
104622011447,Cálculo I,3
104622020725,Cálculo I,2
104623010340,Cálculo I,1
104623010332,Cálculo I,2
104622020721,Cálculo I,2
104622020705,Cálculo I,2
104623010341,Cálculo I,1
104623010353,Cálculo I,1
104622020730,Cálculo I,2
104622020722,Cálculo II,2
104622011425,Cálculo II,1
104621021185,Cálculo II,1
104620011784,Cálculo II,3
104622011614,Cálculo II,2
104621011397,Cálculo II,2
104622020693,Cálculo II,2
104615013205,Cálculo II,3
104621021203,Cálculo II,2
104621021206,Cálculo II,2
104622011438,Cálculo II,2
104620011819,Cálculo II,1
104622011449,Cálculo II,2
104622020701,Cálculo II,2
104622020691,Cálculo II,1
104621021179,Cálculo II,3
104622011406,Cálculo II,2
104622020689,Cálculo II,1
104622011409,Cálculo II,2
104622011430,Cálculo II,2
104621021221,Cálculo II,1
104622011424,Cálculo II,3
104621021211,Cálculo II,2
104618021756,Cálculo II,2
104621021210,Cálculo II,2
104621021173,Cálculo II,2
104621011399,Cálculo II,3
104622011403,Cálculo II,2
104621021172,Cálculo II,2
104621011352,Cálculo II,2
104621021177,Cálculo II,2
104620011787,Cálculo II,2
104622020708,Cálculo II,1
104622020675,Cálculo II,2
104621021333,Cálculo II,3
104619021305,Cálculo III,2
104621011394,Cálculo III,2
104619021315,Cálculo III,2
104619021312,Cálculo III,2
104617020572,Cálculo III,3
104621021329,Cálculo III,2
104621021330,Cálculo III,2
104619021344,Cálculo III,1
104619011219,Cálculo III,2
104619011197,Cálculo III,2
104622011408,Cálculo III,1
104619021301,Cálculo III,3
104621021183,Cálculo III,2
104621011379,Cálculo III,1
104620011803,Cálculo III,1
104622011441,Cálculo III,1
104621011380,Cálculo III,2
104619021351,Cálculo III,2
104618021324,Cálculo III,1
104620011782,Cálculo III,1
104621021208,Cálculo III,1
104617010826,Cálculo III,3
104620011792,Cálculo III,2
104621021207,Cálculo 2,1
104622011419,Cálculo 2,1
104622011420,Cálculo 2,2
104621011396,Cálculo 2,3
104622011460,Cálculo 2,1
104622011613,Cálculo 2,1
104618021467,Calidad de Software,1
104617010684,Ecuaciones Diferenciales Ordinarias,1
104618010034,Ecuaciones Diferenciales Ordinarias,3
104619011188,Ecuaciones Diferenciales Ordinarias,1
104619011199,Ecuaciones Diferenciales Ordinarias,1
104620011828,Ecuaciones Diferenciales Ordinarias,1
104619021334,Ecuaciones Diferenciales Ordinarias,2
104621021189,Ecuaciones Diferenciales Ordinarias,1
104621021219,Ecuaciones Diferenciales Ordinarias,1
104612010504,Ecuaciones Diferenciales Ordinarias,2
104618021304,Ecuaciones Diferenciales Ordinarias,3
104617011101,Ecuaciones Diferenciales Ordinarias,2
104618021337,Ecuaciones Diferenciales Ordinarias,2
104614010593,Ecuaciones Diferenciales Ordinarias,3
104620011824,Ecuaciones Diferenciales Ordinarias,2
104621011372,Ecuaciones Diferenciales Ordinarias,1
104621021217,Ecuaciones Diferenciales Ordinarias,1
104621021222,Ecuaciones Diferenciales Ordinarias,1
104621011388,Ecuaciones Diferenciales Ordinarias,1
104614020666,Electiva - Desarrollo de Aplicaciones Móviles,1
104615020500,Electiva - Desarrollo de Aplicaciones Móviles,2
104617010812,Electiva - Desarrollo de Aplicaciones Móviles,1
104616011413,Electiva - Desarrollo de Aplicaciones Móviles,1
104618011120,Electiva- Aprendizaje Colaborativo Asistido Por Computador,1
104617021610,Electromagnetismo,1
104619021315,Electromagnetismo,2
104621021330,Electromagnetismo,2
104619021344,Electromagnetismo,1
104619011219,Electromagnetismo,2
104622011408,Electromagnetismo,1
104619021322,Electromagnetismo,2
104621011355,Electromagnetismo,2
104620011824,Electromagnetismo,3
104621021208,Electromagnetismo,1
104612011591,Estadística y Probabilidad,1
104613020521,Estadística y Probabilidad,1
104618011109,Estadística y Probabilidad,1
46002084,Estadística y Probabilidad,3
104616021440,Estadística y Probabilidad,1
104614020666,Estadística y Probabilidad,2
104619021342,Estadística y Probabilidad,1
104613020064,Estadística y Probabilidad,1
104616021624,Estadística y Probabilidad,2
104618021344,Estadística y Probabilidad,1
104615020938,Estadística y Probabilidad,2
104618021343,Estadística y Probabilidad,1
104615020507,Estadística y Probabilidad,1
104619021315,Estructura de Datos II,2
104617020572,Estructura de Datos II,2
104621011352,Estructura de Datos II,1
104620011821,Estructura de Datos II,2
104620011809,Estructura de Lenguajes,1
104622011425,Estructuras de Datos I,1
104622011405,Estructuras de Datos I,1
104622011446,Estructuras de Datos I,1
104619012012,Estructuras de Datos I,1
104622011408,Estructuras de Datos I,1
104621011399,Estructuras de Datos I,2
104622011613,Estructuras de Datos I,1
104620011787,Estructuras de Datos I,1
104621021208,Estructuras de Datos I,1
104622011426,Estructuras de Datos I,1
104622011427,Estructuras de Datos I,1
104616021116,Ética Fish,1
104615020448,Fundamentos de Economía,1
104614011408,Gestión de Proyectos Informáticos,1
104618021330,Gestión Empresarial,1
104619011219,Ingeniería de Software I,1
104620011809,Ingeniería de Software I,1
104617011101,Ingeniería de Software II,1
104614010575,Ingeniería de Software III,1
104615010809,Inteligencia Artificial,2
104618010610,Inteligencia Artificial,1
104613020064,Inteligencia Artificial,1
104614020662,Inteligencia Artificial,1
104614011038,Inteligencia Artificial,1
104621021211,Introducción a la Ingeniería de Sistemas,3
104616010700,Investigación de Operaciones,1
104619011177,Investigación de Operaciones,1
104622011425,Lab.CN-Laboratorio de Mecánica,1
104621011397,Lab.CN-Laboratorio de Mecánica,2
104622020693,Lab.CN-Laboratorio de Mecánica,1
104622011446,Lab.CN-Laboratorio de Mecánica,1
104622011438,Lab.CN-Laboratorio de Mecánica,1
104622011403,Lab.CN-Laboratorio de Mecánica,2
104620011821,Laboratorio de Bases de Datos I,2
104615020895,Laboratorio de Bases de Datos II,1
